ResponseId,StartDate,EndDate,Duration__in_seconds_,time.ctrl_First_Click,time.ctrl_Last_Click,time.ctrl_Page_Submit,time.ctrl_Click_Count,time.enigm_First_Click,time.enigm_Last_Click,time.enigm_Page_Submit,time.enigm_Click_Count,time.expl.quant_First_Click,time.expl.quant_Last_Click,time.expl.quant_Page_Submit,time.expl.quant_Click_Count,time.benefit_First_Click,time.benefit_Last_Click,time.benefit_Page_Submit,time.benefit_Click_Count,time.risk_First_Click,time.risk_Last_Click,time.risk_Page_Submit,time.risk_Click_Count,time.balanced_First_Click,time.balanced_Last_Click,time.balanced_Page_Submit,time.balanced_Click_Count,time.enig.frame.expl_First_Click,time.enig.frame.expl_Last_Click,time.enig.frame.expl_Page_Submit,time.enig.frame.expl_Click_Count,time.enigm.benefit_First_Click,time.enigm.benefit_Last_Click,time.enigm.benefit_Page_Submit,time.enigm.benefit_Click_Count,time.enigm.risk_First_Click,time.enigm.risk_Last_Click,time.enigm.risk_Page_Submit,time.enigm.risk_Click_Count,time.enigm.balanced_First_Click,time.enigm.balanced_Last_Click,time.enigm.balanced_Page_Submit,time.enigm.balanced_Click_Count,time.expl.benefit_First_Click,time.expl.benefit_Last_Click,time.expl.benefit_Page_Submit,time.expl.benefit_Click_Count,time.expl.risk_First_Click,time.expl.risk_Last_Click,time.expl.risk_Page_Submit,time.expl.risk_Click_Count,time.expl.balanced_First_Click,time.expl.balanced_Last_Click,time.expl.balanced_Page_Submit,time.expl.balanced_Click_Count,time.enigm.expl.ben_First_Click,time.enigm.expl.ben_Last_Click,time.enigm.expl.ben_Page_Submit,time.enigm.expl.ben_Click_Count,time.enigm.expl.risk_First_Click,time.enigm.expl.risk_Last_Click,time.enigm.expl.risk_Page_Submit,time.enigm.expl.risk_Click_Count,time.enigm.expl.bal_First_Click,time.enigm.expl.bal_Last_Click,time.enigm.expl.bal_Page_Submit,time.enigm.expl.bal_Click_Count,Info.seeking_1,Info.seeking_2,Info.seeking_3,general.interest_1,general.interest_2,general.interest_3,general.interest_4,general.interest_5,general.interest_6,internal.efficacy_1,internal.efficacy_2,internal.efficacy_3,internal.efficacy_4,perceived.knowledge_1,perceived.knowledge_2,perceived.knowledge_3,perceived.knowledge_4,FL_32_DO_Control.group,FL_32_DO_Enigmaticframe,FL_32_DO_Explquantumconcept,FL_32_DO_benefitframe,FL_32_DO_riskframe,FL_32_DO_balancedframe,FL_32_DO_enigmaticframeexpl,FL_32_DO_enigmaticbenefit,FL_32_DO_enigmaticrisk,FL_32_DO_enigmaticbalanced,FL_32_DO_explanationbenefit,FL_32_DO_explanationrisk,FL_32_DO_explanationbalanced,FL_32_DO_enigmaticexplbenef,FL_32_DO_Enigmaticexplrisk,FL_32_DO_Enigmaticexplanationbalanced,Explquantumconcept_DO_expl.2a,Explquantumconcept_DO_expl.1a,Explquantumconcept_DO_expl.1b,Explquantumconcept_DO_expl.2b,Explquantumconcept_DO_expl.3a,Explquantumconcept_DO_expl.3b,Explquantumconcept_DO_time.expl.quant,Explquantumconcept_DO_expl.quantum.concept,enigmaticframeexpl_DO_enigm.3b,enigmaticframeexpl_DO_enigm1b,enigmaticframeexpl_DO_enigm.2a,enigmaticframeexpl_DO_enigm.2b,enigmaticframeexpl_DO_enigm.3a,enigmaticframeexpl_DO_enigmatic.frame_expl,enigmaticframeexpl_DO_enigm.1a,enigmaticframeexpl_DO_time.enig.frame.expl,explanationbenefit_DO_explanation_benefit,explanationbenefit_DO_explben.2a,explanationbenefit_DO_time.expl.benefit,explanationbenefit_DO_explben.2b,explanationbenefit_DO_explben.3a,explanationbenefit_DO_explben.3b,explanationbenefit_DO_explben.1a,explanationbenefit_DO_explben.1b,explanationrisk_DO_expl_risk.1a,explanationrisk_DO_expl_risk.1b,explanationrisk_DO_explanation_risk,explanationrisk_DO_expl_risk.2a,explanationrisk_DO_expl_risk.2b,explanationrisk_DO_time.expl.risk,explanationrisk_DO_expl_risk.3a,explanationrisk_DO_expl_risk.3b,explanationbalanced_DO_expl.bal.3b,explanationbalanced_DO_explanation_balanced,explanationbalanced_DO_expl.bal.1b,explanationbalanced_DO_expl.bal.2a,explanationbalanced_DO_expl.bal.2b,explanationbalanced_DO_time.expl.balanced,explanationbalanced_DO_expl.bal.3a,explanationbalanced_DO_expl.bal.1a,enigmaticexplbenef_DO_enigmatic.expl.benef,enigmaticexplbenef_DO_enigmatic.expl.ben1a,enigmaticexplbenef_DO_enigmatic.expl.ben3b,enigmaticexplbenef_DO_time.enigm.expl.ben,enigmaticexplbenef_DO_enigmatic.expl.ben1b,enigmaticexplbenef_DO_enigmatic.expl.ben2a,enigmaticexplbenef_DO_enigmatic.expl.ben2b,enigmaticexplbenef_DO_enigmatic.expl.ben3a,Enigmaticexplrisk_DO_enigmatic.expl.risk,Enigmaticexplrisk_DO_time.enigm.expl.risk,Enigmaticexplrisk_DO_enigmatic.ex.risk3b,Enigmaticexplrisk_DO_enigmatic.ex.risk2b,Enigmaticexplrisk_DO_enigmatic.ex.risk3a,Enigmaticexplrisk_DO_enigmatic.ex.risk1a,Enigmaticexplrisk_DO_enigmatic.ex.risk1b,Enigmaticexplrisk_DO_enigmatic.ex.risk2a,Enigmaticexplanationbalanced_DO_enigmatic.expl.balan,Enigmaticexplanationbalanced_DO_time.enigm.expl.bal,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.3b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.1b,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2a,Enigmaticexplanationbalanced_DO_enigmatic.ex.bal.2b,Token,byear,age_cont,age_4_rec,age_6_rec,age_7_rec,sex_rec,edu_clean,edu_2_rec,edu_3_rec,etn_2_rec,etn_3_rec,geo_prov_rec,geo_gem,geo_nielsen5_rec,geo_nielsen6_rec,urb,vote.recall_rec,weight,weight_trimmed_0.970,weight_trimmed_0.980,weight_trimmed_0.990
R_1CddspESLS9xpzf,5/18/2023 11:27,5/18/2023 11:30,194.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,12.00,15.66,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285523,1948,75,4,6,7,1,5,1,1,1,1,7,1982,5,5,4,3,0.63,0.69,0.69,0.64
R_1CpQsEk15VpDg83,5/17/2023 18:22,5/17/2023 18:25,180.00,,,,,,,,,,,,,0.00,0.00,18.16,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,3,4,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983138,1956,67,4,6,6,1,1,2,3,1,1,5,1969,3,3,5,1,0.36,0.43,0.42,0.37
R_1Cpw9JYQVIRpOwp,5/19/2023 10:18,5/19/2023 10:19,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,9.18,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,3,2,3,3,1,4,2,2,2,2,2,2,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270166,1949,74,4,6,6,1,3,1,2,1,1,8,405,2,2,2,5,0.40,0.46,0.46,0.41
R_1cU60ORgRp4BFob,5/17/2023 18:43,5/17/2023 18:47,238.00,,,,,,,,,,,,,22.25,22.25,25.39,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725429,1969,54,3,4,4,1,6,1,1,1,1,6,1894,5,5,4,3,1.04,1.10,1.09,1.05
R_1Cx5xlhwBV92DGl,5/17/2023 18:01,5/17/2023 18:04,133.00,,,,,,,,,0.00,0.00,9.73,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,4,4,1,4,3,4,4,4,3,3,4,4,,,1.00,,,,,,,,,,,,,,2.00,,,,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77713,1980,43,2,3,3,1,2,2,3,1,1,12,1926,2,2,2,2,0.71,0.77,0.77,0.72
R_1CyCufTxSY9WJo4,5/17/2023 20:12,5/17/2023 20:16,205.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.85,30.85,33.14,1.00,,,,,,,,,2,2,3,3,2,2,3,4,2,2,2,2,2,2,2,3,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,2.00,,,,,,,,,,,,,,,,,,,,273976,1945,78,4,6,7,1,4,1,2,1,1,10,736,2,2,4,4,0.40,0.46,0.46,0.41
R_1d3KPf23o6Hq3y1,5/17/2023 18:31,5/17/2023 18:46,885.00,7.53,8.07,16.69,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,1,4,2,3,4,3,4,3,4,2,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576862,1951,72,4,6,6,1,4,1,2,1,1,4,1876,4,4,5,1,0.40,0.46,0.46,0.41
R_1d6T1CmTUSShJGm,5/18/2023 0:17,5/18/2023 0:19,156.00,,,,,,,,,,,,,0.00,0.00,14.56,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,4,3,3,1,1,2,1,1,1,4,1,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652034,1965,58,3,5,5,2,2,2,3,1,1,7,772,5,5,1,1,0.78,0.85,0.84,0.79
R_1dAF9hNFbjjU2Qq,5/17/2023 21:38,5/17/2023 21:42,230.00,0.00,0.00,12.76,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634224,1946,77,4,6,7,1,6,1,1,1,1,1,118,3,3,3,12,0.63,0.69,0.69,0.64
R_1dAGOnbDP9oOa7M,5/17/2023 18:37,5/17/2023 19:10,2014.00,,,,,,,,,,,,,,,,,,,,,5.17,18.25,24.45,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,2,4,3,4,3,4,4,3,3,2,4,3,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307617,1988,35,2,3,3,2,1,2,3,1,1,4,202,4,4,2,7,1.01,1.07,1.06,1.02
R_1dBacpYfm7JPrOW,5/20/2023 16:39,5/20/2023 16:44,310.00,16.69,24.06,25.49,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,5,1,4,2,3,2,3,4,3,4,2,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361832,1955,68,4,6,6,1,2,2,3,1,1,7,798,5,5,4,13,0.36,0.43,0.42,0.37
R_1dFduuk3SVtCdzK,5/17/2023 17:57,5/17/2023 17:59,141.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,11.55,19.92,8.00,,,,,,,,,,,,,3,3,3,4,4,3,4,2,4,4,4,3,2,2,2,4,4,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,570274,1970,53,3,4,4,1,1,2,3,1,1,6,935,5,5,1,4,0.71,0.77,0.76,0.72
R_1dGCo86yvrATZXC,5/20/2023 23:19,5/20/2023 23:22,157.00,,,,,,,,,0.00,0.00,15.45,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,3,1,,,1.00,,,,,,,,,,,,,,,,,,2.00,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283852,1965,58,3,5,5,2,2,2,3,2,3,5,1952,3,3,4,7,0.78,0.85,0.84,0.79
R_1dp4SnpsIMPV5Vi,5/18/2023 11:49,5/18/2023 11:52,142.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,15.40,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,4,3,4,1,1,3,2,1,1,3,2,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275998,1995,28,1,2,2,2,1,2,3,1,1,9,193,4,4,2,9,1.99,2.06,2.05,2.00
R_1DqJJ5pDvSLdMeE,5/22/2023 7:39,5/23/2023 11:08,98945.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.90,9.90,17.05,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,4,3,4,3,5,2,2,2,1,2,2,2,1,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292685,1960,63,3,5,5,1,3,1,2,1,1,9,193,4,4,2,4,0.67,0.74,0.73,0.68
R_1DTpHwUXcGn9lXJ,5/17/2023 18:32,5/17/2023 18:34,114.00,,,,,,,,,,,,,,,,,12.74,12.74,14.30,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,3,3,3,4,2,2,4,2,1,2,3,1,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364432,1975,48,2,4,4,2,1,2,3,2,3,6,1954,5,5,4,7,1.01,1.07,1.06,1.02
R_1dv3fbsxHnjmgia,5/16/2023 22:33,5/16/2023 22:37,234.00,,,,,,,,,,,,,,,,,0.00,0.00,26.19,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,4,2,3,3,4,2,2,3,2,2,2,3,3,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567137,1954,69,4,6,6,1,6,1,1,1,1,12,1924,2,2,4,12,0.63,0.69,0.69,0.64
R_1Dwg6YCDnG9zmYK,5/20/2023 11:34,5/20/2023 11:35,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,8.53,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993173,1981,42,2,3,3,1,2,2,3,1,1,4,202,4,4,2,2,0.71,0.77,0.77,0.72
R_1E6tuJa0yM859vF,5/18/2023 11:17,5/18/2023 11:19,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70,14.57,22.20,3.00,,,,,,,,,,,,,1,1,2,2,3,2,3,3,3,2,1,2,2,1,2,3,2,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,701648,1988,35,2,3,3,1,2,2,3,1,1,10,317,2,2,4,2,0.71,0.77,0.77,0.72
R_1eDGI2SHKlodrmc,5/19/2023 11:16,5/19/2023 11:18,133.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,15.53,19.17,4.00,,,,,,,,,,,,,,,,,3,3,4,5,4,3,3,1,4,5,4,5,5,4,4,3,4,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660586,1989,34,1,2,2,1,1,2,3,1,1,8,363,1,1,1,98,1.04,1.10,1.09,1.05
R_1eqOigHimR2y1by,5/17/2023 18:50,5/17/2023 18:56,337.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,19.96,40.20,10.00,3,3,3,4,4,3,4,2,4,2,2,2,2,2,2,4,1,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,2.00,,,,418399,1961,62,3,5,5,2,3,1,2,1,1,2,34,4,4,2,7,0.80,0.86,0.85,0.81
R_1exDgrKjpGuqFAK,5/22/2023 13:10,5/22/2023 13:11,66.00,,,,,0.00,0.00,3.98,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680856,1979,44,2,3,3,1,2,2,3,1,1,10,307,2,2,2,13,0.71,0.77,0.77,0.72
R_1f2UMBojx8fGgNg,5/22/2023 15:13,5/22/2023 15:16,179.00,,,,,,,,,,,,,,,,,,,,,0.00,0.00,20.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,3,3,1,4,4,4,4,3,2,2,4,2,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400094,1961,62,3,5,5,1,1,2,3,1,1,7,879,5,5,4,98,0.71,0.77,0.76,0.72
R_1F5hQlPROk6Xhd3,5/20/2023 8:05,5/20/2023 8:10,330.00,,,,,,,,,,,,,21.43,28.58,32.40,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,3,4,3,4,2,2,2,1,1,1,4,1,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275072,1952,71,4,6,6,1,2,2,3,2,2,7,855,5,5,1,5,0.36,0.43,0.42,0.37
R_1f7yXxCA3xDjOuq,5/19/2023 15:24,5/19/2023 15:28,227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,25.36,0.00,4,4,4,3,4,3,4,3,4,2,2,2,1,2,2,3,2,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,2.00,,,,361545,1942,81,4,6,7,1,5,1,1,1,1,11,687,5,5,2,9,0.63,0.69,0.69,0.64
R_1FJkNh3oecccANj,5/16/2023 18:10,5/16/2023 18:13,172.00,,,,,,,,,3.93,20.60,21.20,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,3,1,4,4,4,4,4,3,4,2,4,,,1.00,,,,,,,,,,,,,,,,,2.00,,,3.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610693,1967,56,3,5,5,1,1,2,3,1,1,12,505,2,2,1,6,0.71,0.77,0.76,0.72
R_1FJqmChoL0qPi8i,5/20/2023 6:56,5/20/2023 7:04,484.00,0.00,0.00,10.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,4,4,3,3,1,1,3,1,1,1,5,3,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352776,1954,69,4,6,6,1,4,1,2,2,2,8,439,2,2,2,7,0.40,0.46,0.46,0.41
R_1FkLLUaeDCuoWcG,5/20/2023 12:19,5/20/2023 12:22,206.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,42.08,0.00,2,1,1,1,1,1,1,5,2,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,2.00,,,,,,302905,1995,28,1,2,2,1,3,1,2,1,1,10,312,2,2,4,8,2.50,2.50,2.56,2.51
R_1fZOSogerzLuvQX,5/18/2023 11:03,5/18/2023 11:06,196.00,,,,,,,,,,,,,,,,,0.00,0.00,22.67,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,4,3,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293657,1954,69,4,6,6,1,3,1,2,1,1,12,518,1,1,1,3,0.40,0.46,0.46,0.41
R_1g5ZbIKLiAka8W2,5/21/2023 14:18,5/21/2023 14:23,282.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,34.94,0.00,,,,,,,,,2,3,4,3,5,3,5,1,5,2,2,3,2,2,2,4,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,,,2.00,,,,,,,,,,,,,,,,,,664017,1953,70,4,6,6,2,2,2,3,1,1,7,1728,5,5,4,13,0.52,0.58,0.57,0.53
R_1g6hVHDDA00uOlM,5/17/2023 17:53,5/17/2023 17:59,326.00,,,,,,,,,,,,,20.41,20.41,22.52,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,3,4,2,4,2,3,2,3,2,2,4,2,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566901,1944,79,4,6,7,1,1,2,3,1,1,10,1961,2,2,4,2,0.36,0.43,0.42,0.37
R_1gA9o1jeb7dFkkM,5/17/2023 21:45,5/17/2023 21:47,154.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,26.19,0.00,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,1,3,2,4,1,2,3,2,3,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,1.00,,3.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75217,1976,47,2,4,4,1,2,2,3,2,2,,,,,,8,0.71,0.77,0.77,0.72
R_1ghe7XvmPabrkyl,5/16/2023 17:53,5/20/2023 13:09,328517.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,43.47,44.99,15.00,,,,,,,,,2,2,2,2,3,2,3,4,3,2,2,3,3,2,2,2,3,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,3.00,2.00,,,,,,,,,,,,,,,,,,,,658099,1943,80,4,6,7,1,4,1,2,1,1,4,275,4,4,3,3,0.40,0.46,0.46,0.41
R_1ghHsv9zvkG02fN,5/19/2023 10:38,5/19/2023 10:40,122.00,,,,,,,,,,,,,,,,,0.00,0.00,9.26,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690021,1981,42,2,3,3,2,2,2,3,2,2,7,824,5,5,4,3,1.01,1.07,1.06,1.02
R_1GJPosA1afgcyR5,5/18/2023 19:34,5/18/2023 19:46,739.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,35.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,3,3,1,1,3,3,2,1,4,2,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758699,1998,25,1,2,2,2,3,1,2,1,1,7,772,5,5,1,7,4.90,2.50,2.76,4.90
R_1gSGQ57vtRu11UQ,5/17/2023 20:23,5/17/2023 20:27,238.00,,,,,,,,,,,,,,,,,,,,,,,,,1.97,1.97,27.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,4,2,4,1,1,1,1,1,1,2,1,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778868,1990,33,1,2,2,1,4,1,2,1,1,6,899,5,5,2,9,2.50,2.50,2.56,2.51
R_1GV2kVz94kl7Mgo,5/18/2023 22:12,5/18/2023 22:16,247.00,0.00,0.00,15.24,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,4,4,2,4,2,2,2,2,2,2,4,2,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394821,1963,60,3,5,5,2,4,1,2,2,2,7,772,5,5,1,5,0.80,0.86,0.85,0.81
